osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,width,bridge,junction
733987053,False,,Lauenhainer Straße,unclassified,,False,55.477,"LINESTRING (12.9778109 50.9893565, 12.9783154 50.9889717)",,,,
733987053,False,,Lauenhainer Straße,unclassified,,True,43.199,"LINESTRING (12.9778109 50.9893565, 12.9775765 50.989514, 12.9773653 50.9896242)",,,,
337928493,False,,Auensteig,residential,,False,28.317,"LINESTRING (12.9778198 50.9896111, 12.9778109 50.9893565)",,,,
422600243,False,,Rosa-Luxemburg-Straße,unclassified,30,False,31.846,"LINESTRING (12.9778198 50.9896111, 12.9774669 50.9896211, 12.9773653 50.9896242)",,,,
422600243,False,,Rosa-Luxemburg-Straße,unclassified,30,True,84.678,"LINESTRING (12.9778198 50.9896111, 12.9778978 50.9896083, 12.9784431 50.9895884, 12.9790276 50.9895671)",,,,
337928496,False,,Uhlandstraße,residential,,False,143.214,"LINESTRING (12.9762879 50.989104, 12.9767062 50.9890979, 12.9770986 50.9890772, 12.9773981 50.989059, 12.9778397 50.9890061, 12.9781861 50.9889658, 12.9782596 50.9889628, 12.9783154 50.9889717)",,,,
733987053,False,,Lauenhainer Straße,unclassified,,True,55.477,"LINESTRING (12.9783154 50.9889717, 12.9778109 50.9893565)",,,,
337928496,False,,Uhlandstraße,residential,,True,143.214,"LINESTRING (12.9783154 50.9889717, 12.9782596 50.9889628, 12.9781861 50.9889658, 12.9778397 50.9890061, 12.9773981 50.989059, 12.9770986 50.9890772, 12.9767062 50.9890979, 12.9762879 50.989104)",,,,
733987053,False,,Lauenhainer Straße,unclassified,,False,67.624,"LINESTRING (12.9783154 50.9889717, 12.9787058 50.9886932, 12.9787546 50.9886549, 12.9787836 50.9886227, 12.9788006 50.9885883, 12.9788084 50.9885458, 12.9788006 50.988513, 12.9787823 50.9884761)",,,,
388874163,False,,Stadtgraben,residential,,False,126.213,"LINESTRING (12.9777984 50.9844497, 12.9778041 50.9842081, 12.9778124 50.9838526, 12.9778195 50.9835784, 12.9778283 50.9834433, 12.977837 50.9833896, 12.9778633 50.983317)",,,,
447293975,False,,Kirchberg,residential,,False,75.323,"LINESTRING (12.9808165 50.9838198, 12.98072 50.9837849, 12.9806307 50.9837547, 12.9805532 50.9837424, 12.9803152 50.9837104, 12.9800907 50.9836955, 12.9797768 50.9836854)",,,,
"[68015800, 447293974, 447293975]",False,,Kirchberg,residential,,True,127.584,"LINESTRING (12.9808165 50.9838198, 12.9808334 50.9838259, 12.9809773 50.9839219, 12.9811426 50.9839251, 12.9813671 50.9839147, 12.9815823 50.9838921, 12.9818438 50.9838519, 12.9819132 50.9838351, 12.9819744 50.9838203, 12.9820951 50.9837741, 12.9823364 50.9836258, 12.9824057 50.9835829)",,,,
762233309,False,,Kirchplatz,unclassified,,False,55.403999999999996,"LINESTRING (12.9808165 50.9838198, 12.9808924 50.9837705, 12.9809038 50.9836492, 12.9807249 50.9834922, 12.9807102 50.9833777)",,,,
762233309,False,,Kirchplatz,unclassified,,True,55.403999999999996,"LINESTRING (12.9807102 50.9833777, 12.9807249 50.9834922, 12.9809038 50.9836492, 12.9808924 50.9837705, 12.9808165 50.9838198)",,,,
"[45478056, 45480567]",True,,Dr.-Wilhelm-Külz-Straße,residential,,False,50.370000000000005,"LINESTRING (12.9857374 50.9856066, 12.9858339 50.9856915, 12.9861233 50.9859887)",,,,
45479473,True,,Oststraße,residential,,False,119.6,"LINESTRING (12.9857374 50.9856066, 12.9859141 50.9855363, 12.9863925 50.9853176, 12.9868247 50.9851065, 12.9871151 50.9849712)",,,,
45479473,True,,Oststraße,residential,,False,6.54,"LINESTRING (12.9856669 50.9856452, 12.9857374 50.9856066)",,,,
45480310,False,,Oststraße,residential,,False,3.913,"LINESTRING (12.9856669 50.9856452, 12.9856274 50.9856701)",,,,
45478053,False,,Dr.-Wilhelm-Külz-Straße,residential,,True,58.699,"LINESTRING (12.9856669 50.9856452, 12.9853197 50.9853176, 12.9852906 50.9853007, 12.9851412 50.9852453)",,,,
45480310,False,,Oststraße,residential,,True,3.913,"LINESTRING (12.9856274 50.9856701, 12.9856669 50.9856452)",,,,
45480310,False,,Oststraße,residential,,False,106.008,"LINESTRING (12.9856274 50.9856701, 12.9854938 50.9857358, 12.984966 50.9859425, 12.9845975 50.9860808, 12.9844832 50.9861237, 12.9843493 50.9861802)",,,,
943955453,True,,Gottesaubachweg,residential,,False,49.167,"LINESTRING (12.9856892 50.9897641, 12.9856538 50.9898031, 12.9856024 50.9898516, 12.9855131 50.9898846, 12.9854063 50.9898878, 12.9852779 50.9898658, 12.9851058 50.9898082)",,,,
